,id,groupid,line_no,first_relate_chain,first_relate_chain_usegas,second_relate_chain,second_relate_chain_usegas,rankid,total,address,tx_count,first_tx_time,last_tx_time,noprotocol,noprotocol_firsttime,noprotocol_lasttime,abracadabramoney,abracadabramoney_firsttime,abracadabramoney_lasttime,angle,angle_firsttime,angle_lasttime,aptosbridge,aptosbridge_firsttime,aptosbridge_lasttime,bitcoinbridge,bitcoinbridge_firsttime,bitcoinbridge_lasttime,clusters,clusters_firsttime,clusters_lasttime,defikingdoms,defikingdoms_firsttime,defikingdoms_lasttime,holograph,holograph_firsttime,holograph_lasttime,maverickprotocol,maverickprotocol_firsttime,maverickprotocol_lasttime,merkly,merkly_firsttime,merkly_lasttime,omnisea,omnisea_firsttime,omnisea_lasttime,pancakeswap,pancakeswap_firsttime,pancakeswap_lasttime,stakestone,stakestone_firsttime,stakestone_lasttime,stargate,stargate_firsttime,stargate_lasttime,coredao,coredao_firsttime,coredao_lasttime,dappgate,dappgate_firsttime,dappgate_lasttime,dexalot,dexalot_firsttime,dexalot_lasttime,harmonybridge,harmonybridge_firsttime,harmonybridge_lasttime,interportfinance,interportfinance_firsttime,interportfinance_lasttime,omniart,omniart_firsttime,omniart_lasttime,radiantcapital,radiantcapital_firsttime,radiantcapital_lasttime,fusebridge,fusebridge_firsttime,fusebridge_lasttime,l2marathon,l2marathon_firsttime,l2marathon_lasttime,mummyfinance,mummyfinance_firsttime,mummyfinance_lasttime,usdv,usdv_firsttime,usdv_lasttime,omnix,omnix_firsttime,omnix_lasttime,testnetbridge,testnetbridge_firsttime,testnetbridge_lasttime,mintdao,mintdao_firsttime,mintdao_lasttime,stargator,stargator_firsttime,stargator_lasttime,traderjoe,traderjoe_firsttime,traderjoe_lasttime,gameswift,gameswift_firsttime,gameswift_lasttime,orderlynetwork,orderlynetwork_firsttime,orderlynetwork_lasttime,superform,superform_firsttime,superform_lasttime,tevaera,tevaera_firsttime,tevaera_lasttime,l2pass,l2pass_firsttime,l2pass_lasttime,shimmerbridge,shimmerbridge_firsttime,shimmerbridge_lasttime,whale,whale_firsttime,whale_lasttime,omnihub,omnihub_firsttime,omnihub_lasttime,getmint,getmint_firsttime,getmint_lasttime,zkrank,zkrank_firsttime,zkrank_lasttime,kommunitas,kommunitas_firsttime,kommunitas_lasttime,goldenboys,goldenboys_firsttime,goldenboys_lasttime,omnicat,omnicat_firsttime,omnicat_lasttime,osakaprotocol,osakaprotocol_firsttime,osakaprotocol_lasttime,zerius,zerius_firsttime,zerius_lasttime,gaszip,gaszip_firsttime,gaszip_lasttime,altitude,altitude_firsttime,altitude_lasttime,l2telegraph,l2telegraph_firsttime,l2telegraph_lasttime,mintly,mintly_firsttime,mintly_lasttime,womex,womex_firsttime,womex_lasttime,levelfinance,levelfinance_firsttime,levelfinance_lasttime,metis,metis_firsttime,metis_lasttime,woofi,woofi_firsttime,woofi_lasttime,ethena,ethena_firsttime,ethena_lasttime,arbitroveprotocol,arbitroveprotocol_firsttime,arbitroveprotocol_lasttime,arkenfinance,arkenfinance_firsttime,arkenfinance_lasttime,beethovenx,beethovenx_firsttime,beethovenx_lasttime,betswirl,betswirl_firsttime,betswirl_lasttime,impossiblefinance,impossiblefinance_firsttime,impossiblefinance_lasttime,reunitwallet,reunitwallet_firsttime,reunitwallet_lasttime,tenet,tenet_firsttime,tenet_lasttime,openexchange,openexchange_firsttime,openexchange_lasttime,nogem,nogem_firsttime,nogem_lasttime,telosbridge,telosbridge_firsttime,telosbridge_lasttime,openname,openname_firsttime,openname_lasttime,aurafinance,aurafinance_firsttime,aurafinance_lasttime,wagmi,wagmi_firsttime,wagmi_lasttime,shrapnel,shrapnel_firsttime,shrapnel_lasttime,kelpdao,kelpdao_firsttime,kelpdao_lasttime,gravitaprotocol,gravitaprotocol_firsttime,gravitaprotocol_lasttime,сryptorank,сryptorank_firsttime,сryptorank_lasttime,tarot,tarot_firsttime,tarot_lasttime,layersync,layersync_firsttime,layersync_lasttime,sidusheroes,sidusheroes_firsttime,sidusheroes_lasttime,decent,decent_firsttime,decent_lasttime,starprotocol,starprotocol_firsttime,starprotocol_lasttime,fronkworld,fronkworld_firsttime,fronkworld_lasttime,pendle,pendle_firsttime,pendle_lasttime,seedifyfund,seedifyfund_firsttime,seedifyfund_lasttime,venusprotocol,venusprotocol_firsttime,venusprotocol_lasttime,tinydinos,tinydinos_firsttime,tinydinos_lasttime,wefi,wefi_firsttime,wefi_lasttime,zerodayfightback,zerodayfightback_firsttime,zerodayfightback_lasttime,qidao,qidao_firsttime,qidao_lasttime,tangible,tangible_firsttime,tangible_lasttime,xexlabs,xexlabs_firsttime,xexlabs_lasttime,nftearth,nftearth_firsttime,nftearth_lasttime,hardhit,hardhit_firsttime,hardhit_lasttime,zkdx,zkdx_firsttime,zkdx_lasttime,sum_stargate_swap_usd
46,242909,20240518063708440946,23,op,1.25310606,gno,0.20711679,1019925,29.65502051,0x3464657e10ab10f03663abbfb12ceb9b915f04ce,40,,,8.0,2023-09-23 05:33:47,2023-09-24 00:41:38,,,,7,2023-06-27 01:47:38,2023-07-01 15:58:50,,,,1,2023-07-03 17:15:21,2023-07-03 17:15:21,,,,,,,,,,,,,,,,,,,,,,,,,24,2023-05-20 06:14:19,2024-05-01 12:15:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10372.6837096
47,242908,20240518063708440946,22,op,1.25310606,gno,0.20711679,1016906,29.7461494,0xcd22f07e4dd37f3f9c23b485fefdc85cb2fe0a03,37,,,8.0,2023-09-23 07:36:32,2023-09-23 13:38:39,,,,7,2023-06-27 03:11:57,2023-07-01 14:56:50,,,,1,2023-07-03 04:51:45,2023-07-03 04:51:45,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-21 10:00:33,2023-10-16 15:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10913.99593287
48,242906,20240518063708440946,20,op,1.25310606,gno,0.20711679,1005572,30.08500963,0x997fa9b98b05c87e60e8a53a0c1aa227a9419024,36,,,8.0,2023-09-23 08:08:59,2023-09-23 14:46:14,,,,7,2023-06-27 02:31:19,2023-07-01 15:46:40,,,,1,2023-07-04 04:03:17,2023-07-04 04:03:17,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 04:31:16,2023-09-22 06:40:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10516.6705628
49,242905,20240518063708440946,19,op,1.25310606,gno,0.20711679,1005253,30.0946541,0x9574ad5b786a09c3637f6147e25288dfc7a12a72,37,,,8.0,2023-09-23 09:13:53,2023-09-23 13:35:41,,,,7,2023-06-27 03:11:27,2023-07-01 15:14:40,,,,1,2023-07-04 16:11:25,2023-07-04 16:11:25,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 04:30:48,2024-01-28 17:53:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21037.82789792
50,242904,20240518063708440946,18,op,1.25310606,gno,0.20711679,983585,30.75348977,0xa2c89a6b71d8f0866fd7d39effcd04c531dc7e09,41,,,8.0,2023-09-23 03:34:41,2023-09-23 03:37:15,,,,7,2023-06-27 02:46:05,2023-07-01 14:43:55,,,,1,2023-07-03 17:34:35,2023-07-03 17:34:35,,,,,,,,,,,,,,,,,,,,,,,,,25,2023-05-20 08:55:18,2024-04-18 13:13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502.31737742
51,242901,20240518063708440946,15,op,1.25310606,gno,0.20711679,954131,31.66997659,0x7606f0ceeac3bcec9ebd864989ab5914867b453d,37,,,8.0,2023-09-01 03:39:04,2023-09-02 07:44:14,,,,7,2023-06-27 03:42:37,2023-07-01 15:47:25,,,,1,2023-07-04 11:26:04,2023-07-04 11:26:04,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-21 04:38:20,2023-10-13 04:39:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17122.29998789
52,242900,20240518063708440946,14,op,1.25310606,gno,0.20711679,941242,32.0891092,0x837e8615e71e64c43458be90326c7f827d704c0d,37,,,8.0,2023-09-01 10:22:09,2023-09-02 04:43:03,,,,7,2023-06-27 01:39:21,2023-07-01 14:28:50,,,,1,2023-07-03 03:49:22,2023-07-03 03:49:22,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 14:23:44,2023-09-16 19:50:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16404.30430505
53,242899,20240518063708440946,13,op,1.25310606,gno,0.20711679,941217,32.08983787,0xf2b67d7860c9fa30ae824c7fdbab54f5682cb3eb,42,,,8.0,2023-09-23 04:20:55,2023-09-23 13:37:17,,,,7,2023-06-27 02:47:14,2023-07-01 14:29:10,,,,1,2023-07-03 16:13:17,2023-07-03 16:13:17,,,,,,,,,,,,,,,,,,,,,,,,,26,2023-05-20 17:05:20,2024-04-29 01:54:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10414.10040643
54,242898,20240518063708440946,12,op,1.25310606,gno,0.20711679,934114,32.32377421,0x30eb545c5d8dbb5a032b95d81c3fa0ffd97cf797,38,,,8.0,2023-09-01 06:28:07,2023-09-02 05:19:25,,,,7,2023-06-27 02:20:20,2023-07-01 15:58:40,,,,1,2023-07-03 05:49:14,2023-07-03 05:49:14,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-21 04:52:43,2023-10-07 13:16:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16508.94089612
55,242897,20240518063708440946,11,op,1.25310606,gno,0.20711679,933205,32.3529034,0xe7908ca1d814fadf93e2c0f2c55dd7468832d129,42,,,8.0,2023-09-22 03:47:27,2023-09-25 23:39:55,,,,7,2023-06-27 04:54:13,2023-07-01 14:57:15,,,,1,2023-07-03 12:18:33,2023-07-03 12:18:33,,,,,,,,,,,,,,,,,,,,,,,,,26,2023-05-20 14:58:17,2024-04-19 06:25:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10760.21263418
56,242895,20240518063708440946,9,op,1.25310606,gno,0.20711679,896535,33.60629216,0x8db9e6118991e206837fc6192bfae2cf306b70e7,42,,,8.0,2023-09-01 02:18:28,2023-09-02 04:13:08,,,,7,2023-06-27 03:50:35,2023-07-01 14:33:05,,,,1,2023-07-04 14:06:25,2023-07-04 14:06:25,,,,,,,,,,,,,,,,,,,,,,,,,26,2023-05-20 19:41:38,2024-04-16 19:30:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17195.68583963
57,242894,20240518063708440946,8,op,1.25310606,gno,0.20711679,880529,34.16708967,0x20f4c9f8419b39947660977ef0e9d4aea29400cc,39,,,8.0,2023-09-01 03:41:14,2023-09-02 08:54:44,,,,7,2023-06-27 03:39:01,2023-07-01 15:31:40,,,,1,2023-07-03 16:24:29,2023-07-03 16:24:29,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-20 05:43:34,2024-04-07 11:12:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17289.65797235
58,242893,20240518063708440946,7,op,1.25310606,gno,0.20711679,869405,34.56512588,0x4c5dc32e3abc496b95f522fa8a04068d2533f4ac,40,,,8.0,2023-09-01 08:51:03,2023-09-02 05:37:34,,,,7,2023-06-27 01:57:13,2023-07-01 15:53:50,,,,1,2023-07-03 20:26:06,2023-07-03 20:26:06,,,,,,,,,,,,,,,,,,,,,,,,,24,2023-05-21 05:17:53,2023-11-09 10:54:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17006.24821331
59,242892,20240518063708440946,6,op,1.25310606,gno,0.20711679,866154,34.68811332,0x8e12f43b66d2bbd03bcc9149c1af267efd084ace,39,,,8.0,2023-09-01 08:54:59,2023-09-02 08:50:59,,,,7,2023-06-27 04:04:50,2023-07-01 15:11:10,,,,1,2023-07-04 16:03:10,2023-07-04 16:03:10,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-21 03:31:59,2024-01-21 11:47:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17229.71409788
60,242889,20240518063708440946,3,op,1.25310606,gno,0.20711679,806630,36.94155078,0x6ccee45e22281ef41db43971d77de06cfcf6eaaa,41,,,8.0,2023-09-01 07:59:13,2023-09-02 08:49:44,,,,7,2023-06-27 04:58:08,2023-07-01 16:19:40,,,,1,2023-07-04 07:10:21,2023-07-04 07:10:21,,,,,,,,,,,,,,,,,,,,,,,,,25,2023-05-20 20:34:21,2024-04-09 07:24:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16626.82272318
61,242888,20240518063708440946,2,op,1.25310606,gno,0.20711679,806254,36.95620281,0x34fefd400ae429989779f4d90fcc8f3cf9b882f8,38,,,8.0,2023-09-01 12:14:04,2023-09-02 08:59:59,,,,7,2023-06-27 02:17:09,2023-07-01 15:17:15,,,,1,2023-07-03 17:19:46,2023-07-03 17:19:46,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-21 02:49:23,2023-11-10 04:52:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17165.51034108
62,242887,20240518063708440946,1,op,1.25310606,gno,0.20711679,779848,38.05504715,0xcfbb2518ec46f8119088d1894f8ce5a80a9cdcd5,41,,,8.0,2023-09-01 05:48:56,2023-09-02 06:30:53,,,,7,2023-06-27 04:29:52,2023-07-01 15:58:50,,,,1,2023-07-04 10:43:12,2023-07-04 10:43:12,,,,,,,,,,,,,,,,,,,,,,,,,25,2023-05-21 03:25:32,2024-04-18 21:45:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17195.19650703
